"","ctl","atr"
"ACBD4",13.5510871287003,16.4437590891088
"ACBD5",298.0456109054,280.111585481773
"ACBD6",48.617310097769,53.1571179309248
"ACBD7",17.4296892317936,20.3357506748841
"ACCS",24.1037868621905,24.7709703051376
"ACCSL",0,1.76628979374184
"ACD",15.5838425542476,12.1613149771476
"ACE",35.7835798121789,45.1842147692893
"ACE2",68.4028427594654,36.5147569095363
"ACER2",992.652683653401,948.560444681251
"ACER3",308.13648412885,275.548374855292
"ACHE",4.05733328160198,3.96689932977378
"ACIN1",775.846187689575,779.040564314634
"ACKR1",2.61106647224545,5.14727477173556
"ACKR2",10.1570263929629,6.82296572046331
"ACKR3",6.63703383423461,7.86636448659706
"ACKR4",178.964393893341,110.788056491475
"ACLY",335.620791954673,382.339817637542
"ACMSD",0.40692667729462,0.245308859839869
"ACO1",467.429404888216,315.363791770061
"ACO2",481.85082311448,430.203846829321
"ACOT1",22.8649264423909,12.7650139290942
"ACOT11",87.6331112313035,70.6770083248315
"ACOT13",226.937712349332,166.973241580043
"ACOT2",41.433133418729,26.7077845876317
"ACOT4",6.31655616891254,6.90554420907567
"ACOT6",0.401190530717042,0
"ACOT7",21.0338962339389,18.8744424396648
"ACOT8",33.0197398440712,19.6121137788116
"ACOT9",83.0165766690861,86.3557849973235
"ACOX1",1090.11814368467,1064.88174650251
"ACOX2",8.7951341176119,14.1291700884618
"ACOX3",104.580024736286,76.4588705036478
"ACOXL",5.59752438679128,9.79361447964734
"ACP1",395.52812696664,327.118244364115
"ACP2",67.8835823923584,47.5087125276484
"ACP5",43.7880538084964,41.4586519276108
"ACP6",32.3038967227631,47.0291175681515
"ACPP",46.6181225774558,53.0792583783881
"ACPT",0,0.241414826458481
"ACR",0,0.427763329691035
"ACRBP",6.55731907664269,5.08453745196668
"ACRC",35.5864264507055,39.6549103017363
"ACRV1",0,0.23541095854867
"ACSBG1",2.4795732445412,3.69231149069021
"ACSBG2",1.78818286041793,2.96526454713173
"ACSF2",88.3836822490498,92.7986535677473
"ACSF3",58.73853058515,60.584531261687
"ACSL1",242.914695927066,286.826595790491
"ACSL3",1217.59190370639,972.156155651511
"ACSL4",449.69302127206,425.81920480407
"ACSL5",631.926205422267,642.136563586059
"ACSL6",22.6339754789975,30.6096408791972
"ACSM1",14.3940490438663,11.7747671906863
"ACSM3",109.802028518816,88.8595687655515
"ACSM4",0.559509869546611,1.60360513033153
"ACSM5",3.4389121700365,1.28421016925397
"ACSM6",7.03563934460854,7.72797936570014
"ACSS1",309.076133981302,234.92815931247
"ACSS2",392.248855231821,297.249515400893
"ACSS3",11.5113011356216,16.5889632462102
"ACTA1",0.400286657009253,0.455205861798196
"ACTA2",271.774529100175,390.807209124038
"ACTA2-AS1",6.23739514928272,12.2276647691411
"ACTB",6266.14754562061,5889.80152855611
"ACTBL2",0.399522651248223,0
"ACTC1",0.560392701604852,0.428205041258625
"ACTG1",4768.16683829087,4024.36370114048
"ACTG1P17",6.55743379785769,6.95273128707453
"ACTG1P20",35.4254383946022,44.8965109088268
"ACTG1P4",6.3172627031109,5.62035198340056
"ACTG2",80.0962186804516,102.989183667279
"ACTL10",1.75928100057796,2.89018021480907
"ACTL6A",118.104598004717,139.389745500382
"ACTL6B",0,1.28400434791551
"ACTL7A",0,0.21392070461066
"ACTL9",0.559120273984826,0
"ACTN1",237.160352045205,330.405247130336
"ACTN2",0,0.701058067508677
"ACTN3",0,0.459694015887004
"ACTN4",1010.55178494008,919.207741035317
"ACTR10",147.054679820876,153.500921547518
"ACTR1A",252.660060361523,233.663980538658
"ACTR1B",69.1694084173333,73.3123781124705
"ACTR2",1761.21056764154,1767.10136998553
"ACTR3",1433.88826204395,1411.81270374256
"ACTR3B",24.9156595913878,26.7067027661743
"ACTR3BP2",1.35993742793832,0.241423372740895
"ACTR3BP5",0,0.801662594690775
"ACTR3C",22.0610014722484,19.7995734687108
"ACTR5",26.3127761356511,39.9191301829686
"ACTR6",64.9892469340791,57.9381361720599
"ACTR8",123.377745356837,112.2440515826
"ACTRT3",8.8763165436853,4.81819824372676
"ACVR1",127.080063498814,117.382906396007
"ACVR1B",215.667428185313,174.445372496786
"ACVR1C",64.786216198098,73.25558889502
"ACVR2A",217.785791022104,191.277911743772
"ACVR2B",166.363051130754,146.219127170066
"ACVR2B-AS1",11.833761208694,12.6807360182948
"ACVRL1",30.4866863766324,48.4377777370168
"ACY1",21.4880774159494,26.344423164
"ACY3",15.1087312838226,13.3803819094875
"ACYP1",15.1285333820147,22.9127518310791
"ACYP2",7.84444142243919,8.77144295435637
"ADA",37.5850652261647,31.0356547715138
"ADAD1",0,0.220803503499832
"ADAL",32.04955611765,37.8045322390638
"ADAM10",928.412944242746,915.121851551195
"ADAM11",0.399228502937084,0
"ADAM12",40.3608742802995,30.1620874497814
"ADAM15",116.55333998673,91.1325869039603
"ADAM17",142.778731942459,182.472468884135
"ADAM18",0.720947167438867,0
"ADAM19",143.774925539742,237.071454912375
"ADAM1A",33.7322184627551,47.8938959681227
"ADAM20",13.9914669282271,20.1740736424792
"ADAM20P1",12.1543819190917,10.4892987915315
"ADAM21",7.43826705781559,8.50788637690702
"ADAM21P1",0,0.802145700208263
"ADAM22",25.5655178539317,41.6877802230984
"ADAM23",17.4276887823118,21.3525160802226
"ADAM28",1919.43393157844,1622.49221747677
"ADAM29",0.431524928100886,0.237013132047778
"ADAM32",1.35920945148211,1.60544831343557
"ADAM33",11.2541582705351,12.1055214085847
"ADAM8",22.4620978176385,42.0881952007743
"ADAM9",1341.01744565134,1032.60741102068
"ADAMDEC1",132.393088050677,124.966452494292
"ADAMTS1",38.1353927230094,39.1738532410008
"ADAMTS10",10.3113531961162,14.5045461692929
"ADAMTS12",12.9610202633915,5.91340419144437
"ADAMTS13",22.2931382368419,22.9654436994101
"ADAMTS14",6.87978006956934,7.76234337042156
"ADAMTS15",151.053587495708,116.418664951597
"ADAMTS16",2.3186796260919,1.47206572208439
"ADAMTS17",25.732456227198,29.4104087741076
"ADAMTS18",0,2.05926423104123
"ADAMTS19",1.12118989803811,1.82060744883042
"ADAMTS2",43.1676811338646,33.3536785904452
"ADAMTS3",7.66860352922157,7.59925409259482
"ADAMTS4",3.27845261367095,10.9444414713208
"ADAMTS5",41.2600946548387,36.426418161131
"ADAMTS6",17.1144409961915,29.031467852712
"ADAMTS7",5.5970800146583,4.95268890365288
"ADAMTS7P1",0,2.22025103377881
"ADAMTS8",5.03685644864544,6.02145827529534
"ADAMTS9",58.0196926385389,66.8422291998166
"ADAMTS9-AS1",3.07518080340068,3.59655567588173
"ADAMTS9-AS2",13.2745497640334,17.2810847907838
"ADAMTSL1",51.2722820780364,83.4981170697725
"ADAMTSL2",13.5131184562886,15.6007314421793
"ADAMTSL3",76.0690929955528,61.6360067027746
"ADAMTSL4",19.1786756918123,20.1543601768123
"ADAMTSL4-AS1",4.32521835455983,3.29046542039043
"ADAMTSL5",4.07754005691948,5.03028540956906
"ADAP1",40.8334119775805,32.6989275624016
"ADAP2",39.816459735314,36.4419770072106
"ADAR",1310.4111384616,1172.39848651492
"ADARB1",67.3562538950055,100.333811008488
"ADARB2",3.11657654045744,2.302119296891
"ADARB2-AS1",2.22327455689544,0
"ADAT1",117.129153554158,139.460025501004
"ADAT2",77.9970943313998,86.9497802598061
"ADAT3",0,3.3965771688539
"ADCK1",14.5998787721947,22.337313436849
"ADCK2",41.6640097835877,29.2993774433613
"ADCK3",201.822220673708,143.281438920955
"ADCK4",17.7900331493984,16.4116489473543
"ADCK5",6.07726295199452,10.062423556858
"ADCY1",23.371660354801,33.8706377586699
"ADCY10",1.82649218208809,0
"ADCY10P1",36.78475388124,37.545162449323
"ADCY2",27.0051792557729,18.6772676690025
"ADCY3",22.1506949274793,44.1002109094909
"ADCY4",9.21064257751814,29.2497808635672
"ADCY5",17.1438975199007,30.2155858471414
"ADCY6",202.592875857874,210.040887211017
"ADCY7",103.246042253428,130.866750808649
"ADCY8",4.00012902356173,1.60613367835626
"ADCY9",99.1712077476734,120.254189302439
"ADCYAP1",4.01319878689139,4.67676999965122
"ADCYAP1R1",2.80923941727996,4.87043925283738
"ADD1",797.18007941419,755.939892179397
"ADD2",2.70775077148405,5.14234544421421
"ADD3",1430.87218403739,1258.1755964332
"ADD3-AS1",2.56175192950288,0.910672454304894
"ADGB",0.560614893238438,0.21413800118125
"ADGRA1",0.583932298924156,0.250789512474267
"ADGRA2",45.8023920175911,73.3166931095234
"ADGRA3",207.682282376522,166.182076571367
"ADGRB1",3.36382064650835,2.70174984392973
"ADGRB2",6.48066562764574,4.01258701415279
"ADGRB3",4.7133736270461,8.99216575731294
"ADGRD1",41.5561292930214,25.0269086335933
"ADGRE1",6.9757775582292,12.2831448361527
"ADGRE2",42.3283478589212,42.3339791875103
"ADGRE3",5.66479615720751,5.71883744126429
"ADGRE4P",9.91399924464087,12.1741029154376
"ADGRE5",120.087471257582,109.59576218765
"ADGRF1",57.3895085859793,46.7143005051781
"ADGRF2",1.12119752002324,0
"ADGRF3",5.7722316065245,8.27626143731013
"ADGRF4",0,0.428164626059839
"ADGRF5",97.1104758270483,92.5908946759578
"ADGRG1",157.268787431044,151.178679316881
"ADGRG2",201.293808186112,151.315285816581
"ADGRG3",0,2.12394241650931
"ADGRG4",3.20319795762531,0
"ADGRG5",25.915190278763,29.8791008712887
"ADGRG6",675.351726046838,633.283771803682
"ADGRG7",5.81244997520755,3.64035964378109
"ADGRL1",39.6327723381993,63.8962090218969
"ADGRL2",218.809834438992,186.55270373046
"ADGRL3",133.102485932859,153.499776867619
"ADGRL4",51.147816816754,64.9985599534003
"ADGRV1",21.3745190106127,42.025409928159
"ADH1A",0.800554763604151,0.641743393262082
"ADH1B",117.887093289645,159.234382131619
"ADH1C",1568.59474859892,1198.4349558358
"ADH4",2.34278491849142,2.45996402795896
"ADH5",382.869692942931,385.562071939948
"ADH6",4.20415542841548,1.1782147426576
"ADH7",151.051716398069,119.4154352965
"ADHFE1",41.5837281021374,32.2504858996608
"ADI1",526.136057519969,471.7932982711
"ADIPOQ",1.12625899577888,0
"ADIPOR1",373.010753347882,341.413238804159
"ADIPOR2",922.350822073348,612.108249830625
"ADIRF",14.979269767593,22.241446805066
"ADK",93.6531882846045,89.3081022515448
"ADM",48.0577839464481,27.169680438
"ADM2",22.8870424259386,28.5006984088628
"ADM5",1.9192152804056,1.84692212321357
"ADNP",873.451867858837,857.919892558649
"ADNP-AS1",6.47625214833333,6.82300661195511
"ADNP2",138.787595438978,147.637571902929
"ADO",112.021859241475,98.700493243726
"ADORA1",2.55779560179175,4.46831200309907
"ADORA2A",0.754375082107721,0
"ADORA2A-AS1",4.18997833882302,1.51607265473857
"ADORA2B",5.11861909334214,9.04208154263467
"ADORA3",4.27547638973124,5.37521405762383
"ADPGK",143.91879395005,135.189454632399
"ADPGK-AS1",5.75800032957411,5.21770162159763
"ADPRH",22.2268426890907,25.2578493614446
"ADPRHL1",7.37982246241926,9.26423289581219
"ADPRHL2",38.1442177189879,35.1610343404154
"ADPRM",34.4709025919891,30.7662439901902
"ADRA1A",4.28361928385653,13.1864271383272
"ADRA1B",0,0.695889671408288
"ADRA2A",57.9686453169977,120.571884478393
"ADRA2B",0.399384853174184,2.40861454125153
"ADRA2C",0.399885075929919,0.241036307756697
"ADRB1",3.91686714520752,4.09370829305259
"ADRB2",52.8579070656479,55.1189966333349
"ADRB3",0,0.85621743750922
"ADRBK1",199.696574142828,242.142099671662
"ADRBK2",128.210633469406,168.11294040444
"ADRM1",46.528521955361,54.7998696885163
"ADSL",97.1406910396436,93.0095600236928
"ADSS",350.638856865619,265.796581056716
"ADSSL1",11.8388503280974,14.3289116704778
"ADTRP",759.951863329833,479.59774753074
"AEBP1",106.116020680995,130.721793391483
"AEBP2",195.957867937988,174.86308682721
"AEN",27.0269677491527,32.3216686754303
"AES",329.456804035272,291.414805311794
"AFAP1",117.73517297788,121.702891743617
"AFAP1-AS1",13.3407412529691,113.346611033342
"AFAP1L1",13.028500648504,19.5336605119022
"AFAP1L2",16.0774388861886,40.5542285897038
"AFF1",1131.68968950912,986.463036900461
"AFF2",10.0890550822472,24.8145074882962
"AFF3",112.738183456809,190.115887106706
"AFF4",1546.37745258148,1534.65181052628
"AFG3L1P",48.668676525467,67.6599852525422
"AFG3L2",434.404185182428,404.268687119087
"AFM",1.35945307350046,3.20838196627495
"AFMID",60.104361499828,77.2653158203907
"AFP",0.959598116146283,0.24100475036975
"AFTPH",640.053569227242,694.124317583906
"AGA",145.059472149137,99.4021212624709
"AGAP1",223.91643738772,287.200317338679
"AGAP1-IT1",9.08971450635884,8.05170129799134
"AGAP11",25.9841583536998,28.1752072343785
"AGAP2",19.8686762160442,30.7167592085626
"AGAP2-AS1",3.19655048447033,3.31819477436351
"AGAP3",45.0070997601635,64.0060865225454
"AGAP4",62.9119000052731,81.997986284914
"AGAP5",71.1665666774799,77.3728852568979
"AGAP6",77.8035580679649,117.61892172631
"AGAP7P",11.3530328761586,33.0127010079596
"AGAP9",150.494005961441,128.904163847405
"AGBL1",2.08040921511681,1.87339081415111
"AGBL1-AS1",2.16379547370855,0
"AGBL2",6.63424853202553,7.97374636308978
"AGBL3",6.55697276838234,5.00426981510744
"AGBL4",0,0.454844402401052
"AGBL5",72.7313390776677,71.1958858512879
"AGER",4.36606268775351,14.875517225937
"AGFG1",506.404769206155,542.201061280477
"AGFG2",35.0266378178822,61.8949983908673
"AGGF1",275.74817705875,311.129230440345
"AGK",197.032950220606,196.150076101407
"AGL",398.24031052541,363.999837292739
"AGMAT",28.3136077958556,31.5707997877362
"AGMO",1.35927601351868,2.19408475475518
"AGO1",330.061017854493,339.903441044422
"AGO2",140.878874205519,166.215319793663
"AGO3",113.898615555955,122.085598791368
"AGO4",419.637658094206,400.668234446758
"AGPAT1",106.590460365939,111.548210046173
"AGPAT2",38.139169248235,44.6686627466962
"AGPAT3",370.468552740402,352.338649431684
"AGPAT4",53.414000429815,59.0289164628764
"AGPAT4-IT1",3.83827935136994,2.00711374796801
"AGPAT5",310.861545874002,247.898229417742
"AGPAT6",198.376600305915,225.001405433788
"AGPAT9",154.287677706088,87.3390765227206
"AGPS",318.155404783964,339.657092149315
"AGR2",6461.93191815588,6731.72224813849
"AGR3",125.859450316131,124.607119154228
"AGRN",79.2811367354512,65.4591593002934
"AGRP",0.804364098626018,0.213537366524178
"AGT",7.43494070194994,10.2209337593054
"AGTPBP1",132.528091127051,174.230712266424
"AGTR1",1.7700963298363,0.894205835205745
"AGTR2",0.560185412157104,0
"AGTRAP",10.0045568208852,7.58505237467703
"AHCTF1",699.358737420278,702.203793252734
"AHCTF1P1",2.08143024951568,5.8597389462422
"AHCY",128.986408151813,129.957690658744
"AHCYL1",637.867483495577,521.724946485769
"AHCYL2",845.377918531029,658.833408568962
"AHDC1",34.1528787706755,36.9086764443055
"AHI1",387.010811605342,419.790450586383
"AHNAK",22419.6174867673,22267.8915845335
"AHNAK2",39.003118882324,57.9209861552429
"AHR",1139.73538237334,1085.23808209442
"AHRR",10.4813436604635,14.9084714351852
